state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
tn,107,lower,HB 1350,"Local Government, General - As introduced, authorizes municipalities and counties, by resolution or ordinance, to prohibit landlords from leasing real property to persons unlawfully present in the United States; requires the attorney general and reporter to draft and defend such resolutions and ordinances upon written request. - Amends TCA Title 5; Title 6; Title 7; Title 8 and Title 66.",2012-02-24 19:51:54.642000,2012-09-08 06:49:37.148000,bill,"Other|Federal, State, and Local Relations"
tn,107,lower,HB 1351,"Taxes, Personal Property - As introduced, exempts from tangible personal property tax equipment used for harvesting timber. - Amends TCA Title 67, Chapter 5.",2012-02-24 19:51:54.658000,2012-09-08 06:49:37.152000,bill,"Housing and Property|Budget, Spending, and Taxes"
tn,107,lower,HB 1352,"Education, Curriculum - As introduced, implements an integrated sex education program in place of the family life curriculum and authorizes parents to maintain an action against an outside instructor or organization for teaching students about material prohibited by the curriculum guidelines. - Amends TCA Title 37; Title  49 and Title 68.",2012-02-24 19:51:54.677000,2012-10-18 07:07:28.213000,bill,Education
tn,107,lower,HB 1354,"Dentists and Dentistry - As enacted, specifies that dental hygienists are authorized to perform stain removal on teeth in addition to performing those tasks that they are authorized to perform under present law. - Amends TCA Section 63-5-108.",2012-02-24 19:51:54.766000,2012-10-13 07:50:36.988000,bill,Health
tn,107,lower,HB 1357,"Employees, Employers - As introduced, provides that in deciding any motion for summary judgment in any common law or statutory discrimination or retaliation action arising out of an employment relationship, courts must apply the burden-shifting methods available to the moving party when the moving party does not bear the burden of proof at trial that would be available to the moving party had the claim or cause of action been asserted in federal district court in Tennessee. - Amends TCA Title 20; Title 25 and Title 50.",2012-02-24 19:51:54.829000,2012-09-08 06:49:37.211000,bill,Labor and Employment
tn,107,lower,HB 1358,"Civil Procedure - As enacted, declares that a moving party prevails on a motion for summary judgment if it submits affirmative evidence negating an element of a nonmoving party's claim or demonstrates that the nonmoving party's evidence is insufficient to establish an essential element. - Amends TCA Title 20.",2012-02-24 19:51:54.878000,2012-09-08 06:49:37.221000,bill,Legal Issues|Civil Liberties and Civil Rights
tn,107,lower,HB 1359,"DNA and Genetic Testing - As introduced, allows court to infer that DNA obtained from exculpatory evidence does not match applicant's profile and that offense was committed solely by person whose DNA profile is derived from such evidence. - Amends TCA Title 40, Chapter 30, Part 3.",2012-02-24 19:51:54.898000,2012-09-08 06:49:37.246000,bill,Science and Medical Research
tn,107,lower,HB 136,"Taxes, Sales - As introduced, deletes obsolete language for spring sales tax holiday. - Amends TCA Title 67.",2012-02-24 19:51:20.874000,2012-09-08 06:49:19.072000,bill,"Business and Consumers|Budget, Spending, and Taxes"
tn,107,lower,HB 1360,"Courts, Administrative Office of the - As introduced, provides that the executive committee of the judicial conference appoint and set the salary of the administrative director of the courts rather than the supreme court. - Amends TCA Section 16-3-802.",2012-02-24 19:51:54.915000,2012-09-08 06:49:37.250000,bill,Judiciary|Legislative Affairs|Legal Issues
tn,107,lower,HB 1361,"Public Records - As introduced, provides that all records filed with, created by or in the possession of the court of the judiciary or the office of investigative counsel be maintained by the administrative office of the courts for at least eight years from the date of creation or receipt and that maintenance of the records does not change their status as a public or confidential record. - Amends TCA Title 4, Chapter 29; Title 8; Title 16; Title 17, Chapter 5 and Title 39, Chapter 16.",2012-02-24 19:51:54.936000,2012-09-08 06:49:37.254000,bill,Public Services
